Date,Time,aCaT,aCeT,eCaT,eCeT
22/01/2011,8:30:00,66,69,64,61
22/01/2011,8:45:00,67,70,83,58
22/01/2011,9:00:00,77,69,68,61
22/01/2011,9:15:00,61,81,68,81
22/01/2011,9:30:00,70,64,69,73
22/01/2011,9:45:00,68,65,82,64
22/01/2011,10:00:00,60,63,61,65
22/01/2011,10:15:00,69,76,78,72
22/01/2011,10:30:00,59,75,83,62
22/01/2011,10:45:00,65,68,73,62
22/01/2011,11:00:00,65,73,68,64
22/01/2011,11:15:00,63,66,61,70
22/01/2011,11:30:00,75,66,72,79
22/01/2011,11:45:00,69,68,66,64
22/01/2011,12:00:00,70,60,80,79
22/01/2011,12:15:00,77,63,82,70
22/01/2011,12:30:00,70,78,72,69
22/01/2011,12:45:00,63,61,79,60
22/01/2011,13:00:00,71,76,72,63
22/01/2011,13:15:00,66,81,64,77
22/01/2011,13:30:00,66,73,73,67
22/01/2011,13:45:00,65,73,69,81
22/01/2011,14:00:00,76,58,77,67
22/01/2011,14:15:00,75,78,62,76
22/01/2011,14:30:00,65,77,67,76
22/01/2011,14:45:00,62,75,68,64
22/01/2011,15:00:00,60,64,82,84
22/01/2011,15:15:00,69,60,66,75
22/01/2011,15:30:00,77,79,70,70
22/01/2011,15:45:00,73,57,66,59
22/01/2011,16:00:00,70,76,72,74
22/01/2011,16:15:00,74,76,81,67
22/01/2011,16:30:00,67,65,70,83
22/01/2011,16:45:00,71,69,66,58
22/01/2011,17:00:00,78,75,79,67
22/01/2011,17:15:00,66,75,63,58
22/01/2011,17:30:00,59,73,74,81
22/01/2011,17:45:00,78,68,64,77
22/01/2011,18:00:00,59,73,67,75
22/01/2011,18:15:00,78,56,61,63
22/01/2011,18:30:00,79,60,70,61
22/01/2011,18:45:00,68,80,71,66
22/01/2011,19:00:00,68,56,72,76
22/01/2011,19:15:00,64,63,83,66
22/01/2011,19:30:00,71,62,79,65
22/01/2011,19:45:00,75,64,63,80
22/01/2011,20:00:00,92,91,98,95
22/01/2011,20:15:00,99,96,93,95
22/01/2011,20:30:00,96,94,91,93
22/01/2011,20:45:00,100,96,100,97
22/01/2011,21:00:00,100,100,100,100
22/01/2011,21:15:00,100,100,100,100
22/01/2011,21:30:00,100,100,100,100
22/01/2011,21:45:00,100,100,100,100
22/01/2011,22:00:00,100,100,100,100
22/01/2011,22:15:00,100,100,100,100
22/01/2011,22:30:00,100,100,100,100
22/01/2011,22:45:00,100,100,100,100
22/01/2011,23:00:00,100,100,100,100
22/01/2011,23:15:00,100,100,100,100
22/01/2011,23:30:00,100,100,100,100
22/01/2011,23:45:00,100,100,100,100
23/01/2011,0:00:00,100,100,100,100
23/01/2011,0:15:00,100,100,100,100
23/01/2011,0:30:00,100,100,100,100
23/01/2011,0:45:00,100,100,100,100
23/01/2011,1:00:00,100,100,100,100
23/01/2011,1:15:00,100,100,100,100
23/01/2011,1:30:00,100,100,100,100
23/01/2011,1:45:00,100,100,100,100
23/01/2011,2:00:00,100,100,100,100
23/01/2011,2:15:00,100,100,100,100
23/01/2011,2:30:00,100,100,100,100
23/01/2011,2:45:00,100,100,100,100
23/01/2011,3:00:00,100,100,100,100
23/01/2011,3:15:00,100,100,100,100
23/01/2011,3:30:00,100,100,100,100
23/01/2011,3:45:00,100,100,100,100
23/01/2011,4:00:00,100,100,100,100
23/01/2011,4:15:00,100,100,100,100
23/01/2011,4:30:00,100,100,100,100
23/01/2011,4:45:00,100,100,100,100
23/01/2011,5:00:00,100,100,100,100
23/01/2011,5:15:00,100,100,100,97
23/01/2011,5:30:00,94,94,98,99
23/01/2011,5:45:00,98,98,92,91
23/01/2011,6:00:00,70,67,61,79
23/01/2011,6:15:00,75,56,69,72
23/01/2011,6:30:00,64,64,69,60
23/01/2011,6:45:00,66,75,73,69
23/01/2011,7:00:00,60,76,64,58
23/01/2011,7:15:00,74,67,67,61
23/01/2011,7:30:00,79,60,65,69
23/01/2011,7:45:00,60,80,68,62
23/01/2011,8:00:00,59,62,67,67
23/01/2011,8:15:00,75,73,67,84
23/01/2011,8:30:00,76,75,83,69
23/01/2011,8:45:00,75,77,62,65
23/01/2011,9:00:00,75,60,68,70
23/01/2011,9:15:00,65,79,77,71
23/01/2011,9:30:00,79,74,66,74
23/01/2011,9:45:00,74,56,70,80
23/01/2011,10:00:00,63,67,79,57
23/01/2011,10:15:00,64,81,76,63
23/01/2011,10:30:00,70,70,68,64
23/01/2011,10:45:00,74,71,80,68
