Species,Date,Day,Temp,CO2,Potnum,Water,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi
E. globulus,17/01/2011,1,Elv,400,1030,Sustained drought,-0.454317024,0.003160189,622.8483261,0.947526294,0.030400576,6,0,1.420000017,20.6011734,20.9658165,19.99462509,399.3964844,400.2786865,15.32654381,15.38626766,63.11777878,63.3637352,300.7122498,0.294425398
E. globulus,17/01/2011,1,Elv,400,1032,Rewatered drought,-0.641078132,0.01623712,459.4486752,0.722412868,0.117953346,6,0,1.420000017,20.67039871,20.00309753,19.98921394,399.5214233,400.7063293,15.96524429,16.19679832,65.47588348,66.42552185,300.6889038,0.251095861
E. globulus,17/01/2011,1,Elv,400,1032,Rewatered drought,-0.873600953,0.016034307,483.5378564,0.722046004,0.116437663,6,0,1.420000017,20.67021561,20.00166702,19.98959541,399.0584412,400.7084656,15.96986675,16.19843483,65.49537659,66.4327774,300.70224,0.238626838
E. globulus,17/01/2011,1,Elv,400,1032,Rewatered drought,-1.0076507,0.01561302,499.6544803,0.721840382,0.113379177,6,0,1.420000017,20.66995621,19.99971199,19.99026108,398.7795105,400.6995239,15.97508621,16.19765854,65.51780701,66.43062592,300.6915588,0.245750621
E. globulus,17/01/2011,1,Elv,400,1032,Rewatered drought,-1.152265748,0.014904563,520.1048152,0.721330171,0.108211188,6,0,1.420000017,20.66990662,19.99761391,19.99069977,398.4813843,400.6940308,15.98726559,16.19968605,65.56803131,66.43921661,300.7004089,0.260591626
E. globulus,17/01/2011,1,Elv,400,1032,Rewatered drought,-1.065521939,0.015127712,509.0573924,0.721302322,0.109809898,6,0,1.420000017,20.66977501,19.9963932,19.99087334,398.625946,400.6642456,15.9826479,16.19820786,65.54956818,66.43364716,300.6991882,0.265935272
E. globulus,17/01/2011,1,Elv,400,1033,Well watered,-0.581427219,0.008653847,504.3810515,0.757210105,0.066313432,6,0,1.420000017,20.58869171,20.96404076,19.9931221,400.7984924,401.9054871,17.1453228,17.2753582,70.68578339,71.22188568,300.6927795,0.269491673
E. globulus,17/01/2011,1,Elv,400,1033,Well watered,-0.581427219,0.008653847,504.3810515,0.757210105,0.066313432,6,0,1.420000017,20.58869171,20.96404076,19.9931221,400.7984924,401.9054871,17.1453228,17.2753582,70.68578339,71.22188568,300.6927795,0.269491673
E. globulus,17/01/2011,1,Elv,400,1033,Well watered,-0.574549478,0.00870148,502.5490515,0.757121054,0.066668253,6,0,1.420000017,20.58879662,20.96317101,19.99304581,400.8283691,401.9213562,17.14417267,17.27490425,70.6806488,71.21961975,300.6919861,0.246934935
E. globulus,17/01/2011,1,Elv,400,1033,Well watered,-0.58707241,0.008351461,509.3447716,0.756965639,0.063989199,6,0,1.420000017,20.58864594,20.9628334,19.99305725,400.7988281,401.9189758,17.15049171,17.27597237,70.70721436,71.22454834,300.6856689,0.256433487
E. globulus,17/01/2011,1,Elv,400,1033,Well watered,-0.606357108,0.008080512,516.9336914,0.756495971,0.061886178,6,0,1.420000017,20.58907509,20.9594841,19.99409294,400.7826538,401.9429321,17.15415001,17.27550316,70.72059631,71.22089386,300.6946106,0.25346452
E. globulus,17/01/2011,1,Elv,400,1034,Well watered,-0.950546727,0.02475373,460.4525864,0.666889332,0.165244875,6,0,1.420000017,20.57874298,20.89739418,19.99092674,401.0101318,402.7741089,17.74908638,18.07286835,73.22483063,74.56060791,300.6809082,0.241006121
E. globulus,17/01/2011,1,Elv,400,1034,Well watered,-0.923883834,0.025595181,456.7761905,0.666674767,0.170708065,6,0,1.420000017,20.57820511,20.89653587,19.99039459,401.0818481,402.7883301,17.73924446,18.07375145,73.18644714,74.56652069,300.6622925,0.251690418
E. globulus,17/01/2011,1,Elv,400,1034,Well watered,-0.896401741,0.02619992,453.7542115,0.666283952,0.174566655,6,0,1.420000017,20.57840347,20.89331436,19.99050331,401.1364441,402.7848511,17.73083496,18.07287598,73.15034485,74.56147003,300.6862793,0.262966722
E. globulus,17/01/2011,1,Elv,400,1034,Well watered,-0.800604713,0.025770459,448.5918329,0.665527543,0.17156021,6,0,1.420000017,20.57819176,20.88746071,19.99050331,401.2573242,402.7169495,17.73537064,18.0715065,73.1700592,74.55683899,300.699585,0.265342772
E. globulus,17/01/2011,1,Elv,400,1034,Well watered,-0.756867272,0.025730661,445.9369493,0.664824822,0.171118191,6,0,1.420000017,20.578228,20.88242531,19.99038315,401.3552856,402.7279358,17.73558426,18.07084084,73.17085266,74.55400848,300.7116699,0.259407729
E. globulus,17/01/2011,1,Elv,400,1035,Sustained drought,-0.595957989,0.002529345,773.1936032,0.658500959,0.016913549,6,0,1.420000017,20.64364052,20.01685143,19.99381638,400.7509766,401.9265747,16.8184185,16.85159874,69.09812164,69.23443604,300.6945801,0.294429392
E. globulus,17/01/2011,1,Elv,400,1035,Sustained drought,-0.590990632,0.002534583,769.2782384,0.658525193,0.016949129,6,0,1.420000017,20.64400101,20.01717377,19.99417686,400.7442932,401.9099121,16.81856537,16.85181427,69.097229,69.23383331,300.7047729,0.290275455
E. globulus,17/01/2011,1,Elv,400,1035,Sustained drought,-0.575131152,0.002647166,743.9588897,0.658534535,0.017700868,6,0,1.420000017,20.64398384,20.01678658,19.99422073,400.7893982,401.922821,16.81646919,16.85119438,69.08855438,69.23122406,300.6910095,0.285527617
E. globulus,17/01/2011,1,Elv,400,1035,Sustained drought,-0.621554232,0.003548898,676.9550228,0.65819895,0.023703446,6,0,1.420000017,20.64414597,20.01662445,19.99456787,400.6869812,401.9082336,16.80782509,16.85432625,69.05225372,69.24329376,300.6885071,0.26771754
E. globulus,17/01/2011,1,Elv,400,1035,Sustained drought,-0.706521041,0.003224032,747.0896578,0.658051717,0.021533695,6,0,1.420000017,20.64435959,20.01527977,19.99471855,400.5396729,401.932251,16.81158829,16.85383415,69.06685638,69.24041748,300.6794128,0.271279752
E. globulus,17/01/2011,1,Elv,640,1041,Rewatered drought,-1.427189604,0.043838483,684.8154142,0.428504951,0.991150988,6,0,1.420000017,20.55730247,20.51265335,20.14394379,639.6902466,641.9990234,13.42214775,14.26861477,55.42211914,58.91730881,299.4026489,0.057317019
E. globulus,17/01/2011,1,Elv,640,1041,Rewatered drought,-1.366739555,0.043939613,682.4181014,0.429283181,0.99072876,6,0,1.420000017,20.55711937,20.5112114,20.14281082,639.7700195,641.9569702,13.42264271,14.27075386,55.42448807,58.92648697,299.3642883,0.088123165
E. globulus,17/01/2011,1,Elv,640,1041,Rewatered drought,-1.382378099,0.043912884,683.037407,0.428955089,0.990554679,6,0,1.420000017,20.55771637,20.50959969,20.14251518,639.7456665,641.9642944,13.42269802,14.27013016,55.42251205,58.92156982,299.3753662,0.093138754
E. globulus,17/01/2011,1,Elv,640,1041,Rewatered drought,-1.375483277,0.043912321,682.774128,0.428878451,0.990389175,6,0,1.420000017,20.5576973,20.50854492,20.14249229,639.7493286,641.9542847,13.42293644,14.2702322,55.42347336,58.92197418,299.3700256,0.080242589
E. globulus,17/01/2011,1,Elv,640,1041,Rewatered drought,-1.40968168,0.043863592,684.1374078,0.428375204,0.990291977,6,0,1.420000017,20.55768394,20.50769806,20.14269447,639.7177734,641.9916992,13.42373371,14.26996613,55.42670822,58.92080688,299.3945618,0.108900256
E. globulus,17/01/2011,1,Elv,640,1042,Well watered,-0.788900833,0.04951639,655.5350325,0.507345091,1.042962767,6,0,1.420000017,20.58923531,20.56222343,20.14209747,639.2907715,640.2207031,12.82614136,13.82869244,52.84642792,56.97714996,299.4336243,0.107469842
E. globulus,17/01/2011,1,Elv,640,1042,Well watered,-0.774972888,0.049587713,655.0317727,0.507869848,1.042587095,6,0,1.420000017,20.58910942,20.56059074,20.14175987,639.3071899,640.2086182,12.82639122,13.83005142,52.84766769,56.98298264,299.4116821,0.087408535
E. globulus,17/01/2011,1,Elv,640,1042,Well watered,-0.774534894,0.049655346,654.9864974,0.508425472,1.042350982,6,0,1.420000017,20.58835411,20.55900383,20.14211655,639.309082,640.2090454,12.82519341,13.83009243,52.84498596,56.98557281,299.3697205,0.141859233
E. globulus,17/01/2011,1,Elv,640,1042,Well watered,-0.814967452,0.049699698,656.3425697,0.508707133,1.042024112,6,0,1.420000017,20.58840561,20.55778885,20.14234924,639.2745972,640.255127,12.82621384,13.83160591,52.84875107,56.99134064,299.3882141,0.156188354
E. globulus,17/01/2011,1,Elv,640,1042,Well watered,-0.797130687,0.049659495,655.7631717,0.508260158,1.041922009,6,0,1.420000017,20.58842278,20.55677414,20.14249229,639.2949219,640.2403564,12.82655811,13.83113384,52.85001755,56.98922729,299.3683777,0.171949476
E. globulus,17/01/2011,1,Elv,640,1044,Well watered,-0.857219618,0.037458795,667.3378445,0.359277966,0.968128928,6,0,1.420000017,20.55450439,20.59782982,20.1416111,638.8981934,640.1549072,13.91533566,14.62465954,57.47119522,60.40074921,299.460083,0.117498159
E. globulus,17/01/2011,1,Elv,640,1044,Well watered,-0.844002164,0.037480697,666.7438403,0.359442313,0.968019774,6,0,1.420000017,20.55457306,20.59729195,20.14143753,638.9233398,640.1534424,13.91526031,14.62495518,57.47058868,60.40166092,299.4403687,0.128244355
E. globulus,17/01/2011,1,Elv,640,1044,Well watered,-0.846980381,0.0374547,666.8879308,0.359137476,0.967853126,6,0,1.420000017,20.55470276,20.59585762,20.14159203,638.9051514,640.1417236,13.91533375,14.62448597,57.47037888,60.39918137,299.4154968,0.13899295
E. globulus,17/01/2011,1,Elv,640,1044,Well watered,-0.837639028,0.037499369,666.4409917,0.359452376,0.967578261,6,0,1.420000017,20.55449295,20.59473801,20.14181137,638.9214478,640.1389771,13.91572571,14.62554455,57.47276306,60.40435791,299.3962708,0.146158129
E. globulus,17/01/2011,1,Elv,640,1044,Well watered,-0.858244783,0.037512388,667.341181,0.359451532,0.967247576,6,0,1.420000017,20.55455017,20.59300613,20.14165115,638.897644,640.1564941,13.91644478,14.62628269,57.47540665,60.40705872,299.3872986,0.154755846
E. globulus,17/01/2011,1,Elv,640,1046,Sustained drought,-0.480682594,0.002986042,885.2699982,0.030859114,1.018698088,6,0,1.420000017,20.56367111,20.6526413,20.14264488,638.9520874,639.8757935,14.14093781,14.20190048,58.37283325,58.62448502,299.4047241,0.08525759
E. globulus,17/01/2011,1,Elv,640,1046,Sustained drought,-0.50267108,0.003016693,894.2705772,0.031168926,1.018489152,6,0,1.420000017,20.5628376,20.65188217,20.14169693,638.9144287,639.8818359,14.14131927,14.20289612,58.37719727,58.63139343,299.3940735,0.023642343
E. globulus,17/01/2011,1,Elv,640,1046,Sustained drought,-0.481752808,0.003001781,884.4711577,0.031003122,1.018092669,6,0,1.420000017,20.56279945,20.65014458,20.1415062,638.9157715,639.8415527,14.14300632,14.20426083,58.38422012,58.63708878,299.3681641,0.024358781
E. globulus,17/01/2011,1,Elv,640,1046,Sustained drought,-0.451197987,0.003005896,867.9609084,0.031038008,1.017845754,6,0,1.420000017,20.56304932,20.64943695,20.14153671,638.9719238,639.8364868,14.14433384,14.20566177,58.38879395,58.64196396,299.3457336,0.041553341
E. globulus,17/01/2011,1,Elv,640,1046,Sustained drought,-0.470834923,0.00293703,884.2175933,0.030320177,1.01757453,6,0,1.420000017,20.56418037,20.64884567,20.14194489,638.9720459,639.8768921,14.1475029,14.20741272,58.39807129,58.64536667,299.3439636,0.176249996
E. globulus,17/01/2011,1,Elv,640,1047,Sustained drought,-0.647147624,0.006842669,779.9860771,0.075069777,1.084785469,6,0,1.420000017,20.55414391,20.52404213,20.14282227,639.3598022,640.5603027,13.20404434,13.35247326,54.53001785,55.14300156,299.4055786,0.07952559
E. globulus,17/01/2011,1,Elv,640,1047,Sustained drought,-0.647534726,0.006761403,781.8973381,0.074181293,1.084773682,6,0,1.420000017,20.55418777,20.52397346,20.14308739,639.3753052,640.5777588,13.20575047,13.35242748,54.53717041,55.14291382,299.395752,0.08740627
E. globulus,17/01/2011,1,Elv,640,1047,Sustained drought,-0.66581192,0.006764878,786.1128102,0.074208642,1.084629184,6,0,1.420000017,20.55435753,20.52300262,20.14315987,639.3276367,640.5667114,13.20557213,13.35230637,54.53632736,55.1423111,299.3893738,0.096004568
E. globulus,17/01/2011,1,Elv,640,1047,Sustained drought,-0.694269163,0.00671342,794.1199021,0.073613649,1.084134313,6,0,1.420000017,20.55443764,20.51971817,20.14268494,639.3256836,640.6225586,13.20689487,13.35245419,54.54107666,55.14220047,299.3861084,0.105319038
E. globulus,17/01/2011,1,Elv,640,1047,Sustained drought,-0.680456224,0.006719829,790.6878963,0.073670403,1.08393868,6,0,1.420000017,20.55451393,20.51865387,20.14257431,639.348877,640.618042,13.20716858,13.35284519,54.5418396,55.14344406,299.3755493,0.105319425
E. globulus,17/01/2011,1,Elv,640,1048,Rewatered drought,-0.969849367,0.037488636,671.3334731,0.407240138,1.096785775,6,0,1.420000017,20.61237717,20.66019821,20.14263725,639.2434692,640.6645508,12.63418579,13.43952847,51.97803497,55.29128265,299.3262634,0.141140297
E. globulus,17/01/2011,1,Elv,640,1048,Rewatered drought,-1.013203709,0.03743554,673.3154157,0.406627138,1.0966545,6,0,1.420000017,20.61198807,20.65886497,20.14212608,639.2009277,640.7095947,12.63468266,13.43877697,51.98155212,55.28974915,299.3399353,0.165497765
E. globulus,17/01/2011,1,Elv,640,1048,Rewatered drought,-1.094897809,0.037216711,677.2203056,0.404398663,1.096898997,6,0,1.420000017,20.61193848,20.65936852,20.14281464,639.1320801,640.807251,12.63734722,13.43702316,51.99295044,55.28300095,299.3448181,0.156900585
E. globulus,17/01/2011,1,Elv,640,1048,Rewatered drought,-1.026283465,0.037164368,674.2016117,0.403852523,1.096920037,6,0,1.420000017,20.61141586,20.65948486,20.14284706,639.1766968,640.7150879,12.63841724,13.43699932,51.99898529,55.28463745,299.3500366,0.154751092
E. globulus,17/01/2011,1,Elv,640,1048,Rewatered drought,-1.06121247,0.03714265,675.8074837,0.40349189,1.09656903,6,0,1.420000017,20.61243629,20.65819359,20.14324379,639.1591187,640.7677612,12.64073563,13.43851471,52.00542831,55.28759003,299.3833008,0.094571397
E. globulus,17/01/2011,1,Elv,640,1062,Rewatered  drought,-0.88844891,0.009631126,776.3786903,0.108780458,1.118896369,6,0,1.420000017,20.58049393,20.62095261,20.14220428,639.1644897,640.8049316,12.94350147,13.15858746,53.36155701,54.24827957,299.4590149,0.100304104
E. globulus,17/01/2011,1,Elv,640,1062,Rewatered  drought,-0.878522564,0.009615397,774.9794107,0.108585773,1.118706984,6,0,1.420000017,20.58054924,20.6195755,20.14198494,639.1898804,640.81073,12.94373798,13.15844536,53.36221695,54.24737549,299.4502258,0.064480953
E. globulus,17/01/2011,1,Elv,640,1062,Rewatered  drought,-0.901137289,0.009523571,780.1758863,0.107555427,1.118708425,6,0,1.420000017,20.58111763,20.61859131,20.14193916,639.1563721,640.8239136,12.94424915,13.15692711,53.3625679,54.23933029,299.4395752,0.028658247
E. globulus,17/01/2011,1,Elv,640,1062,Rewatered  drought,-0.866919691,0.009578635,773.5984115,0.108133969,1.118303237,6,0,1.420000017,20.58161354,20.61661148,20.14172935,639.2024536,640.8007202,12.94419003,13.15801525,53.36063766,54.24209976,299.4346619,0.037971739
E. globulus,17/01/2011,1,Elv,640,1062,Rewatered  drought,-0.861598558,0.009551289,773.1168161,0.107812824,1.118152181,6,0,1.420000017,20.58156204,20.61499786,20.1415863,639.2069702,640.7949219,12.94395256,13.15713406,53.35971069,54.23852158,299.4471436,0.02292637
E. globulus,17/01/2011,1,Elv,640,1063,Rewatered  drought,-0.769820558,0.042173008,660.536883,0.368488331,0.884670131,6,0,1.420000017,20.53823471,20.51865959,20.14315033,638.8390503,639.9093018,14.60913181,15.33630657,60.40607452,63.41281128,299.3809204,0.212788284
E. globulus,17/01/2011,1,Elv,640,1063,Rewatered  drought,-0.746941754,0.042098306,659.6745502,0.367849557,0.884662322,6,0,1.420000017,20.5377903,20.51825333,20.14288521,638.8550415,639.8803101,14.60978699,15.33572197,60.41066742,63.41236877,299.3725281,0.237867683
E. globulus,17/01/2011,1,Elv,640,1063,Rewatered  drought,-0.76078986,0.042127552,660.2078581,0.367985666,0.884396123,6,0,1.420000017,20.53779984,20.51676178,20.14283943,638.8422852,639.8950806,14.60993958,15.33611393,60.4114151,63.41411209,299.3844604,0.237148389
E. globulus,17/01/2011,1,Elv,640,1063,Rewatered  drought,-0.754391597,0.042151042,659.9237417,0.368072348,0.884128727,6,0,1.420000017,20.53798294,20.51506805,20.14299011,638.8311157,639.8710327,14.60985088,15.33622265,60.41050339,63.41399002,299.3735657,0.248614401
E. globulus,17/01/2011,1,Elv,640,1063,Rewatered  drought,-0.767013656,0.042122618,660.4406791,0.367691365,0.88379645,6,0,1.420000017,20.53798103,20.5128727,20.14288902,638.8115234,639.8772583,14.61057568,15.33622074,60.41368484,63.41416931,299.3631897,0.242883697
E. globulus,17/01/2011,1,Elv,640,1064,Sustained drought,-0.580323975,0.002903785,945.1829972,0.035146231,1.193563156,6,0,1.420000017,20.58956718,20.64982986,20.14310455,639.1216431,640.2399902,12.39001179,12.45959663,51.04166412,51.32832718,299.2748413,0.133264169
E. globulus,17/01/2011,1,Elv,640,1064,Sustained drought,-0.559691659,0.002974125,926.7252849,0.035983175,1.193133519,6,0,1.420000017,20.58885574,20.6476326,20.1428051,639.2044067,640.2803345,12.38945961,12.4607029,51.04114151,51.33464432,299.2686157,0.085976504
E. globulus,17/01/2011,1,Elv,640,1064,Sustained drought,-0.45821356,0.003058091,865.7795732,0.036989023,1.192880905,6,0,1.420000017,20.58954811,20.64666748,20.14342499,639.3272705,640.1984253,12.38853741,12.4617691,51.03518295,51.33686447,299.2808533,0.130398348
E. globulus,17/01/2011,1,Elv,640,1064,Sustained drought,-0.423974614,0.003090472,845.6923518,0.037376472,1.192770738,6,0,1.420000017,20.58974075,20.64658165,20.14377594,639.3842163,640.1861572,12.3887701,12.46276188,51.03544235,51.34025192,299.3088684,0.0759454
E. globulus,17/01/2011,1,Elv,640,1064,Sustained drought,-0.359453349,0.003161634,808.3334049,0.038231352,1.192661405,6,0,1.420000017,20.58973312,20.64725113,20.14466286,639.4463501,640.1177368,12.38906002,12.46473026,51.03718185,51.34891129,299.3631897,0.113201432
E. globulus,17/01/2011,1,Elv,640,1069,Well watered,-1.037563521,0.056012159,661.223611,0.492395699,0.898329165,6,0,1.420000017,20.56544495,20.61750603,20.1409359,638.5974731,640.0448608,14.37794781,15.34934902,59.34454346,63.35396957,299.467041,0.104601793
E. globulus,17/01/2011,1,Elv,640,1069,Well watered,-1.045273715,0.055878198,661.5587946,0.491253212,0.898319793,6,0,1.420000017,20.56537437,20.61665726,20.14108467,638.6191406,640.0834351,14.37888813,15.34805775,59.34912109,63.34938049,299.4605408,0.07092797
E. globulus,17/01/2011,1,Elv,640,1069,Well watered,-1.06434356,0.055830238,662.1609407,0.490796615,0.898230791,6,0,1.420000017,20.56582451,20.61540604,20.14104462,638.5953979,640.0985107,14.37872791,15.34702301,59.34699631,63.34355164,299.4527283,0.083107367
E. globulus,17/01/2011,1,Elv,640,1069,Well watered,-1.060370042,0.055769016,662.0751994,0.490270529,0.898216697,6,0,1.420000017,20.56572342,20.61525345,20.14118576,638.6005859,640.0963745,14.37968922,15.34692097,59.35138702,63.34358597,299.4606323,0.084540024
E. globulus,17/01/2011,1,Elv,640,1069,Well watered,-1.046975975,0.055736843,661.6906704,0.489922365,0.898082506,6,0,1.420000017,20.5660038,20.61455917,20.14131546,638.618042,640.0874023,14.38062477,15.3471384,59.35453033,63.34371567,299.4702454,0.060897462
E. globulus,17/01/2011,1,Elv,640,1070,Well watered,-0.744168246,0.013446476,717.8478139,0.149466711,1.103960819,6,0,1.420000017,20.5729866,20.65755081,20.14219475,639.4611816,640.760498,13.06688118,13.36239433,53.89531708,55.11418152,299.4170837,0.17409645
E. globulus,17/01/2011,1,Elv,640,1070,Well watered,-0.787358266,0.013347417,723.7075087,0.148375139,1.103955006,6,0,1.420000017,20.573452,20.65725327,20.14247131,639.4095459,640.796936,13.06863308,13.36201668,53.90095139,55.11099243,299.3880005,0.118930943
E. globulus,17/01/2011,1,Elv,640,1070,Well watered,-0.81133058,0.013255304,727.2536291,0.147345903,1.103849389,6,0,1.420000017,20.57423592,20.65662384,20.14241982,639.3642578,640.8011475,13.07069683,13.36207294,53.90706635,55.10877991,299.3595886,0.096005857
E. globulus,17/01/2011,1,Elv,640,1070,Well watered,-0.781308433,0.01319153,724.0612291,0.146617064,1.103646064,6,0,1.420000017,20.57494926,20.65446281,20.14279175,639.3969116,640.7746582,13.07098293,13.36093616,53.9055481,55.10133362,299.3409424,0.056600761
E. globulus,17/01/2011,1,Elv,640,1070,Well watered,-0.705963894,0.013232022,714.5969296,0.147068063,1.103686038,6,0,1.420000017,20.57471848,20.65521049,20.14219284,639.472229,640.6984863,13.07076168,13.36162758,53.90553284,55.10510254,299.3193665,0.137560695
E. globulus,17/01/2011,1,Elv,640,1071,Sustained drought,-0.590324007,0.002772767,968.2206136,0.02752097,0.978103674,6,0,1.420000017,20.55673409,20.63518333,20.14170837,638.6519165,639.7995605,14.52544975,14.57979393,59.98838806,60.21282196,299.421814,0.201326549
E. globulus,17/01/2011,1,Elv,640,1071,Sustained drought,-0.604309279,0.00278231,975.0737231,0.027616801,0.978156726,6,0,1.420000017,20.55636406,20.6359539,20.1415596,638.6447754,639.8203735,14.52576923,14.5803051,59.99155045,60.21678543,299.4081726,0.146873713
E. globulus,17/01/2011,1,Elv,640,1071,Sustained drought,-0.596737497,0.002765659,972.8018253,0.027456154,0.978309759,6,0,1.420000017,20.55630112,20.63750458,20.14223671,638.6672974,639.8280029,14.52686596,14.58108807,59.99638367,60.22032166,299.3887329,0.111049928
E. globulus,17/01/2011,1,Elv,640,1071,Sustained drought,-0.574211829,0.002802671,955.4849488,0.02781189,0.977924019,6,0,1.420000017,20.55639458,20.63577461,20.1421833,638.6933594,639.8085327,14.52741623,14.58234406,59.99829102,60.22514343,299.3709717,0.05158389
E. globulus,17/01/2011,1,Elv,640,1071,Sustained drought,-0.531446856,0.002861059,925.0545334,0.028388149,0.977848303,6,0,1.420000017,20.55618668,20.63618279,20.14222145,638.7529297,639.7817383,14.5277338,14.58380413,59.99998474,60.23155975,299.3470154,0.091704853
E. globulus,17/01/2011,1,Elv,640,1085,Rewatered  drought,-0.605296074,0.002510418,1013.579543,0.023795525,0.933945099,6,0,1.420000017,20.52403641,20.51180077,20.14204979,638.5874023,639.7699585,14.78755093,14.83453178,61.19873047,61.39316177,299.3882751,0.106035121
E. globulus,17/01/2011,1,Elv,640,1085,Rewatered  drought,-0.590390224,0.002616719,988.9461734,0.024786294,0.933380978,6,0,1.420000017,20.52414322,20.50850487,20.14206123,638.5908203,639.7421875,14.78634834,14.83528328,61.19319534,61.39571762,299.4006042,0.15332289
E. globulus,17/01/2011,1,Elv,640,1085,Rewatered  drought,-0.616866135,0.002640253,1001.728307,0.024999747,0.933039928,6,0,1.420000017,20.52403831,20.50667953,20.14250946,638.5605469,639.7647705,14.78666687,14.83602619,61.19466782,61.39893723,299.3823547,0.146874785
E. globulus,17/01/2011,1,Elv,640,1085,Sustained drought,-0.618169225,0.002711934,992.7198845,0.025671702,0.93283987,6,0,1.420000017,20.52472687,20.50660706,20.14276314,638.5901489,639.7961426,14.78723145,14.83791828,61.1943779,61.40413666,299.3769836,0.183416605
E. globulus,17/01/2011,1,Elv,640,1085,Sustained drought,-0.598237985,0.002739867,977.4560113,0.025932152,0.932715592,6,0,1.420000017,20.5246315,20.50619316,20.14260674,638.6258545,639.7915649,14.78733444,14.83853531,61.19518661,61.40707779,299.3780212,0.086692378
E. globulus,17/01/2011,1,Elv,640,1086,Rewatered  drought,-0.67376748,0.056898635,648.3239821,0.616713726,1.108847015,6,0,1.420000017,20.58740807,20.60128593,20.14203644,639.7254028,640.2844238,12.01385403,13.23364353,49.49176025,54.51675034,299.3396912,0.113198288
E. globulus,17/01/2011,1,Elv,640,1086,Rewatered  drought,-0.676781016,0.056893938,648.4081613,0.616573654,1.108684021,6,0,1.420000017,20.58764458,20.60068703,20.14212227,639.7131348,640.2783813,12.01485634,13.23436356,49.49520111,54.51896286,299.3407593,0.185560048
E. globulus,17/01/2011,1,Elv,640,1086,Rewatered  drought,-0.652818697,0.056949451,647.696278,0.617070441,1.108541906,6,0,1.420000017,20.58769035,20.60043907,20.1426239,639.7567749,640.2733765,12.01482487,13.23535252,49.49514389,54.52311325,299.3311768,0.14400734
E. globulus,17/01/2011,1,Elv,640,1086,Rewatered  drought,-0.681848592,0.056887366,648.6059792,0.616346084,1.108406903,6,0,1.420000017,20.58785439,20.59984016,20.1427269,639.7501831,640.3258057,12.01672935,13.23575306,49.5026741,54.52441788,299.3485413,0.140424877
E. globulus,17/01/2011,1,Elv,640,1086,Rewatered  drought,-0.687411904,0.056938389,648.7631515,0.616730226,1.108146552,6,0,1.420000017,20.58883476,20.59814835,20.14317703,639.7509155,640.3371582,12.01604748,13.23578167,49.49700546,54.52138138,299.3606262,0.151174083
E. globulus,17/01/2011,1,Elv,640,1090,Well watered,-1.11839798,0.143351986,647.7399616,0.926706096,0.699323992,6,0,1.420000017,20.50493431,20.34840202,20.14196205,640.371521,641.4215088,15.10649109,16.93201637,62.58922195,70.15274048,299.4256287,0.088124037
E. globulus,17/01/2011,1,Elv,640,1090,Well watered,-1.120239152,0.143394661,647.7513831,0.926675018,0.699112055,6,0,1.420000017,20.50461197,20.34686089,20.14191628,640.3583374,641.4121094,15.10633278,16.93186188,62.58978271,70.15345764,299.4150085,0.05803299
E. globulus,17/01/2011,1,Elv,640,1090,Well watered,-1.103701608,0.14357112,647.4718315,0.927104483,0.698652573,6,0,1.420000017,20.50514412,20.34460068,20.14159203,640.321228,641.3413696,15.10694027,16.93318748,62.58995056,70.15631866,299.4355774,0.131825656
E. globulus,17/01/2011,1,Elv,640,1090,Well watered,-1.116330601,0.143396369,647.642848,0.92613505,0.698699353,6,0,1.420000017,20.50527573,20.34417534,20.14175224,640.2991333,641.3458252,15.10763931,16.93199158,62.5927124,70.1512146,299.4335327,0.126094729
E. globulus,17/01/2011,1,Elv,640,1090,Well watered,-1.101684686,0.143378944,647.4566779,0.925813187,0.698534052,6,0,1.420000017,20.50561714,20.34362793,20.14181328,640.3151245,641.3328857,15.1091423,16.93282127,62.59765625,70.1532135,299.4397278,0.139707804
E. globulus,17/01/2011,1,Elv,640,1091,Well watered,-0.804687494,0.003865968,960.8692203,0.040978954,1.04579477,6,0,1.420000017,20.5590477,20.52403641,20.14227486,639.1109009,640.6711426,13.65924072,13.74024773,56.39698029,56.73144531,299.3511047,0.006448066
E. globulus,17/01/2011,1,Elv,640,1091,Well watered,-0.818651819,0.003817473,970.8985213,0.040461379,1.045674143,6,0,1.420000017,20.55916214,20.5229187,20.1418972,639.0983887,640.6873169,13.65973091,13.73971653,56.39888382,56.72913361,299.344696,-0.03940478
E. globulus,17/01/2011,1,Elv,640,1091,Well watered,-0.767882088,0.003808926,950.4303588,0.04036895,1.045630755,6,0,1.420000017,20.55945587,20.52298546,20.14188385,639.1627808,640.6499023,13.66031361,13.74010754,56.4008522,56.7303009,299.3782349,-0.032956462
E. globulus,17/01/2011,1,Elv,640,1091,Well watered,-0.762829624,0.003784626,950.3654801,0.040102076,1.045375706,6,0,1.420000017,20.55963898,20.52128792,20.14157104,639.1737061,640.6509399,13.66079903,13.74005985,56.40246582,56.72972107,299.3993835,-0.012896063
E. globulus,17/01/2011,1,Elv,640,1091,Well watered,-0.768017316,0.003804578,950.8528133,0.040301166,1.045081243,6,0,1.420000017,20.5599041,20.52007484,20.14146614,639.1555786,640.6429443,13.66140461,13.74105835,56.40457535,56.73344803,299.4012756,0.035822485
