Species,Date,Day,Temp,CO2,Potnum,Water,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi,CiCa
E. globulus,2011/01/17,1,Amb,640,1139,Well watered,17.88481191,1.137053303,557.2641518,8.603377217,1.306105874,6,0,1.420000017,28.89944267,30.61689377,28.0800972,639.3791504,611.6121826,21.19610596,31.19481659,52.81016922,77.72198486,500.1642761,2001.215332,0.911139718
E. globulus,2011/01/17,1,Amb,640,1139,Well watered,17.90181576,1.137306278,557.2203633,8.602479717,1.305811613,6,0,1.420000017,28.89930725,30.61571121,28.08017731,639.3862915,611.5997314,21.19708443,31.19474602,52.8130722,77.72249603,500.1646118,2001.216553,0.911086671
E. globulus,2011/01/17,1,Amb,640,1139,Well watered,17.92569016,1.138924283,557.179725,8.601416938,1.304654119,6,0,1.420000017,28.89896202,30.61065483,28.07974052,639.3814087,611.567627,21.19666481,31.19299889,52.81402588,77.72109222,500.1701355,2001.212158,0.911068049
E. globulus,2011/01/17,1,Amb,640,1139,Well watered,17.8656274,1.13865068,557.3192776,8.597816604,1.304337634,6,0,1.420000017,28.89892578,30.60846138,28.07995796,639.3084717,611.5690308,21.197155,31.18946266,52.81731796,77.71531677,500.1640625,2001.187622,0.911294146
E. globulus,2011/01/17,1,Amb,640,1142,Well watered,16.73163603,0.702636377,546.5639466,6.965298238,1.417155729,6,0,1.420000017,28.7736454,30.93423843,28.06727791,639.112793,613.9089966,22.85438728,30.95228767,57.24363708,77.52653503,500.1078796,1999.694214,0.890301249
E. globulus,2011/01/17,1,Amb,640,1142,Well watered,16.81273759,0.702586444,546.3044935,6.958370153,1.415816098,6,0,1.420000017,28.7712307,30.92503548,28.06751633,639.1962891,613.8997803,22.85238838,30.94250488,57.2457695,77.51170349,500.0961914,1999.759277,0.889891984
E. globulus,2011/01/17,1,Amb,640,1142,Well watered,16.80575299,0.701140522,546.2674612,6.946509402,1.415378599,6,0,1.420000017,28.76959038,30.91769791,28.06801033,639.1958618,613.9154053,22.85122299,30.92796898,57.24834824,77.48272705,500.0777283,1999.795532,0.889809014
E. globulus,2011/01/17,1,Amb,640,1142,Well watered,16.72206736,0.69982914,546.5341064,6.937218185,1.415261201,6,0,1.420000017,28.76768494,30.91205597,28.06871796,639.1583252,613.9853516,22.8492012,30.91499138,57.24890137,77.45781708,500.0939026,1999.849121,0.890141931
E. globulus,2011/01/17,1,Amb,640,1142,Well watered,16.66833808,0.699829635,546.6554934,6.932609869,1.414423047,6,0,1.420000017,28.76638412,30.90553665,28.06883621,639.0280762,613.9240112,22.84451866,30.90486145,57.24476624,77.44271851,500.1046753,1999.852661,0.890428593
E. globulus,2011/01/17,1,Amb,640,1143,Sustained drought,6.777327413,0.035874121,303.0961892,0.924783331,2.536920954,6,0,1.420000017,28.5855217,31.63799477,28.08653259,640.430542,631.5994263,20.45634651,21.54186249,51.78627777,54.53432083,500.1465454,1999.87561,0.479886739
E. globulus,2011/01/17,1,Amb,640,1143,Sustained drought,6.720463354,0.035815099,305.134893,0.923877831,2.538582305,6,0,1.420000017,28.58693314,31.64187431,28.08695984,640.3580933,631.5964355,20.45048904,21.53488159,51.76872253,54.51377487,500.1780396,1999.749756,0.48311687
E. globulus,2011/01/17,1,Amb,640,1143,Sustained drought,6.697431159,0.03586856,306.5193196,0.924868485,2.537857144,6,0,1.420000017,28.58758736,31.63908958,28.08690453,640.2409058,631.5032959,20.4468708,21.53279305,51.7622757,54.51134109,500.0101013,1999.692993,0.485380396
E. globulus,2011/01/17,1,Amb,640,1143,Sustained drought,6.692836139,0.035863081,306.6564991,0.924579057,2.53745066,6,0,1.420000017,28.58820152,31.63675499,28.08708763,640.2098999,631.475769,20.44478989,21.53065872,51.7551384,54.50396729,499.879303,1999.634155,0.48561879
E. globulus,2011/01/17,1,Amb,640,1143,Sustained drought,6.708716918,0.035863636,305.8671967,0.924542185,2.537560485,6,0,1.420000017,28.58890915,31.63697052,28.0870533,640.1389771,631.3860474,20.44227409,21.52808571,51.75155258,54.5003891,499.8870239,1999.608398,0.484437687
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,11.26367785,0.053902014,261.9770951,1.339945603,2.482679461,6,0,1.420000017,28.75471687,31.71443748,28.08113861,639.9296875,625.4106445,20.65791321,22.2297802,51.93105698,55.88250732,500.1029663,1999.772583,0.41888813
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,11.1780273,0.053988043,265.1154762,1.342154584,2.482840399,6,0,1.420000017,28.75436783,31.71330643,28.08167458,639.8795776,625.4626465,20.65186882,22.22621346,51.91440964,55.87198257,500.1408997,1999.857544,0.423870998
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,11.08598491,0.054189952,269.1044642,1.34489054,2.478960915,6,0,1.420000017,28.75421715,31.69755173,28.08192635,639.7727661,625.4638672,20.64603043,22.22362518,51.89880371,55.86447144,500.1292725,1999.94458,0.430247818
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,11.15810164,0.05438742,268.018181,1.347694378,2.475577332,6,0,1.420000017,28.75361252,31.6833477,28.08210182,639.7264404,625.3289185,20.63801193,22.21892738,51.88212585,55.85641098,500.1216431,1999.989624,0.428603529
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,11.1592865,0.054648271,269.5317709,1.354968869,2.477501594,6,0,1.420000017,28.75233459,31.69003487,28.08272934,639.7606812,625.3568115,20.62787247,22.21726036,51.86098099,55.85689926,500.1416626,2000.053711,0.431004773
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,12.10705077,0.061727157,281.782031,1.447237263,2.352320881,6,0,1.420000017,28.64803314,31.56053925,28.08138847,640.5340576,624.9235229,21.44159126,23.137743,54.21210861,58.50059509,500.1031799,1999.560913,0.450906424
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,12.13789274,0.061956816,282.1028124,1.451896963,2.351544072,6,0,1.420000017,28.64739418,31.55646133,28.08103561,640.5564575,624.9067383,21.4330883,23.13456726,54.19297409,58.49511337,500.144165,1999.540771,0.451431862
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,12.17697125,0.061992153,281.323778,1.453942063,2.353539237,6,0,1.420000017,28.64741898,31.56262016,28.08171082,640.6964722,624.9970703,21.42703438,23.13103676,54.17724228,58.48572922,500.1087646,1999.565918,0.450120155
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,12.01386999,0.062091061,286.2307698,1.454992733,2.351648151,6,0,1.420000017,28.64715004,31.55500412,28.08192825,640.631897,625.12677,21.42474365,23.13002205,54.17178345,58.48352051,500.0961914,1999.649902,0.45787636
E. globulus,2011/01/17,1,Amb,640,1144,Sustained drought,12.01841607,0.06209021,286.1029065,1.455039236,2.351735641,6,0,1.420000017,28.64721107,31.554636,28.08223915,640.6328735,625.1229248,21.42311287,23.12837601,54.16697311,58.47862244,500.1174927,1999.658447,0.457674635
E. globulus,2011/01/24,8,Elv,400,1005,Rewatered  drought,2.5544058,0.031050357,247.9936834,0.884244727,2.793635849,6,0,1.420000017,32.52142334,33.74203873,32.01237488,400.5428162,397.0554199,23.72698975,24.76204491,48.18386078,50.28581238,499.8858337,1998.948242,0.624582038
E. globulus,2011/01/24,8,Elv,400,1005,Rewatered  drought,2.458440168,0.031076585,253.0571484,0.885333217,2.794739902,6,0,1.420000017,32.5214386,33.74657059,32.01207733,400.4717407,397.098938,23.72802925,24.76436424,48.18589783,50.29044724,499.881897,1998.991821,0.637264732
E. globulus,2011/01/24,8,Elv,400,1005,Rewatered  drought,2.489826265,0.031161444,251.8050652,0.887237509,2.793288886,6,0,1.420000017,32.52093887,33.74228668,32.01213837,400.5185852,397.1071472,23.72781181,24.76638794,48.18657303,50.29572296,499.875061,1998.947144,0.634098547
E. globulus,2011/01/24,8,Elv,400,1005,Rewatered  drought,2.503550242,0.031154609,251.0868741,0.886277664,2.790901819,6,0,1.420000017,32.52179718,33.73456192,32.01313782,400.5328979,397.1053162,23.72999954,24.76749039,48.18876266,50.29560852,499.8560486,1998.937622,0.632292905
E. globulus,2011/01/24,8,Elv,400,1005,Rewatered  drought,2.610276308,0.031530351,247.1727913,0.893527981,2.781059368,6,0,1.420000017,32.52295303,33.70304108,32.01262283,400.5904541,397.0313721,23.72718048,24.77315712,48.18008423,50.30403137,499.8538818,1999.028198,0.622552294
E. globulus,2011/01/24,8,Elv,400,1006,Sustained drought,7.227021358,0.061584598,180.1887897,2.005434971,3.247270159,6,0,1.420000017,32.8294487,35.94963074,32.0130043,399.953186,390.3379211,24.73400307,27.07621384,49.38182831,54.05809021,499.8189087,1998.769409,0.461622558
E. globulus,2011/01/24,8,Elv,400,1006,Sustained drought,7.244673857,0.061740083,180.2043294,2.006421621,3.241107999,6,0,1.420000017,32.83034515,35.9318924,32.01340866,399.9656677,390.3253174,24.73568153,27.07987785,49.38253403,54.06251144,499.6393738,1998.734131,0.461677276
E. globulus,2011/01/24,8,Elv,400,1006,Sustained drought,7.33515348,0.061887304,178.2685856,2.007908027,3.236173036,6,0,1.420000017,32.83084106,35.91793823,32.0126152,400.0428162,390.2925415,24.73762512,27.0837059,49.38485336,54.0684433,499.6059265,1998.771851,0.456756322
E. globulus,2011/01/24,8,Elv,400,1006,Sustained drought,7.459828193,0.061653106,174.2317776,2.010531733,3.25186494,6,0,1.420000017,32.83259201,35.96711731,32.01241302,400.1965332,390.2989807,24.7398777,27.08813667,49.3837471,54.07114792,499.79245,1998.625122,0.446405925
E. globulus,2011/01/24,8,Elv,400,1006,Sustained drought,7.425292933,0.061655704,175.1685759,2.011324177,3.252973716,6,0,1.420000017,32.83408356,35.97083664,32.01266098,400.1846619,390.3296814,24.7405777,27.08938789,49.38072586,54.06881332,499.87146,1998.62793,0.448770832
E. globulus,2011/01/24,8,Elv,400,1008,Well watered,12.11954475,0.701432502,334.080916,7.8554541,1.601694803,6,0,1.420000017,32.31998062,32.97018814,32.01743698,400.7072449,382.5551758,25.32528114,34.42850876,52.07197571,70.78936768,499.9327393,2001.025146,0.873288187
E. globulus,2011/01/24,8,Elv,400,1008,Well watered,12.05492902,0.700436748,334.2629687,7.860813091,1.604286464,6,0,1.420000017,32.32132721,32.98196411,32.01699829,400.6619263,382.5846558,25.32644272,34.43581772,52.07065201,70.79934692,499.9324036,2000.962158,0.873696746
E. globulus,2011/01/24,8,Elv,400,1008,Well watered,12.0224927,0.700315805,334.3729992,7.868105206,1.605937815,6,0,1.420000017,32.32352448,32.99187851,32.01767731,400.6485901,382.6053162,25.32879257,34.44721222,52.06936264,70.8144455,499.8939209,2000.842529,0.873937149
E. globulus,2011/01/24,8,Elv,400,1008,Well watered,12.08522791,0.714994179,334.760462,7.904593385,1.591255804,6,0,1.420000017,32.32613373,32.95729065,32.01711273,400.6793518,382.5435181,25.33494568,34.4957428,52.0746994,70.9042511,499.8638306,2000.688599,0.875091189
E. globulus,2011/01/24,8,Elv,400,1008,Well watered,12.12288546,0.72345122,334.9778554,7.931830377,1.584339351,6,0,1.420000017,32.32827377,32.94512558,32.01725769,400.7155457,382.5237427,25.33889198,34.53014374,52.07700348,70.96704865,499.9064331,2000.479248,0.875704742
E. globulus,2011/01/24,8,Elv,400,1012,Well watered,5.51401891,0.140615619,308.7648079,3.585989614,2.682681974,6,0,1.420000017,32.37077713,34.39527893,32.013134,400.6507568,392.3427124,23.65323448,27.83808899,48.42829132,56.99647522,499.8256226,2001.223511,0.786977298
E. globulus,2011/01/24,8,Elv,400,1012,Well watered,5.500856382,0.141071889,309.1494106,3.589307905,2.67733808,6,0,1.420000017,32.37113953,34.3786087,32.01293945,400.6331177,392.3388672,23.65187263,27.84082031,48.42466736,57.00108719,499.7978821,2001.213135,0.787965293
E. globulus,2011/01/24,8,Elv,400,1012,Well watered,5.38010229,0.141582778,310.9108378,3.589607803,2.668885372,6,0,1.420000017,32.37099838,34.35130692,32.01270676,400.5331421,392.3835754,23.65327644,27.84253883,48.42790985,57.00503922,499.8012085,2001.222168,0.792364557
E. globulus,2011/01/24,8,Elv,400,1012,Well watered,5.321129967,0.141514976,311.5858053,3.590167784,2.670458138,6,0,1.420000017,32.37133408,34.35646057,32.01196671,400.4673767,392.3882446,23.65232849,27.84228516,48.42531586,57.00374985,499.7964783,2001.255615,0.79407528
E. globulus,2011/01/24,8,Elv,400,1012,Well watered,5.305300641,0.141630873,311.841042,3.591338976,2.669368531,6,0,1.420000017,32.37158966,34.35334778,32.01295853,400.4593506,392.3993835,23.65266418,27.84358597,48.42558289,57.00591278,499.8437195,2001.274902,0.79470319
E. globulus,2011/01/24,8,Amb,640,1013,Rewatered  drought,10.6,0.108,434,2.84,2.7,6,0,1.420000017,29.27,32.68,27.89,638.91,624.12,23.699,27.01,57.96,66.06,500.2,1903,0.695379094
E. globulus,2011/01/24,8,Amb,640,1013,Rewatered  drought,10.5,0.109,435,2.84,2.7,6,0,1.420000017,29.28,32.67,27.9,638.96,624.19,23.701,27.016,57.95,66.06,500.3,1903,0.696903187
E. globulus,2011/01/24,8,Amb,640,1013,Rewatered  drought,10.6,0.109,435,2.84,2.69,6,0,1.420000017,29.28,32.67,27.9,638.92,624.09,23.706,27.023,57.98,66.09,500.1,1903,0.697014854
E. globulus,2011/01/24,8,Amb,640,1013,Rewatered  drought,10.6,0.109,435,2.84,2.69,6,0,1.420000017,29.27,32.67,27.89,639.06,624.16,23.71,27.032,57.98,66.09,500,1903,0.696936683
E. globulus,2011/01/24,8,Amb,640,1013,Rewatered  drought,10.6,0.109,435,2.84,2.7,6,0,1.420000017,29.27,32.68,27.89,638.93,624.11,23.708,27.029,58,66.13,499.7,1903,0.696992517
E. globulus,2011/01/24,8,Amb,640,1014,Rewatered  drought,16.9,0.25,475,4.32,1.95,6,0,1.420000017,28.64,30.65,27.9,639.43,616.02,22.38,27.419,56.8,69.59,500.1,1944,0.771078861
E. globulus,2011/01/24,8,Amb,640,1014,Rewatered  drought,16.7,0.25,475,4.31,1.95,6,0,1.420000017,28.64,30.64,27.89,639.43,616.16,22.367,27.397,56.77,69.54,500,1944,0.770903661
E. globulus,2011/01/24,8,Amb,640,1014,Rewatered  drought,16.7,0.25,476,4.32,1.95,6,0,1.420000017,28.65,30.64,27.89,639.42,616.2,22.356,27.396,56.73,69.52,500,1944,0.772476469
E. globulus,2011/01/24,8,Amb,640,1014,Rewatered  drought,16.7,0.25,476,4.32,1.95,6,0,1.420000017,28.64,30.64,27.89,639.45,616.01,22.34,27.39,56.73,69.52,499.9,1944,0.772714729
E. globulus,2011/01/24,8,Amb,640,1014,Rewatered  drought,16.7,0.252,477,4.33,1.95,6,0,1.420000017,28.64,30.63,27.89,639.48,616.24,22.327,27.39,56.67,69.52,499.6,1944,0.774049072
E. globulus,2011/01/24,8,Amb,640,1016,Sustained drought,7.19,0.0282,193,0.998,3.46,6,0,1.420000017,29.41,33.34,27.89,640.66,631.28,22.868,24.038,55.52,58.36,499.9,1918,0.305728045
E. globulus,2011/01/24,8,Amb,640,1016,Sustained drought,7.19,0.0282,193,0.998,3.46,6,0,1.420000017,29.41,33.34,27.89,640.66,631.28,22.868,24.038,55.52,58.36,499.9,1918,0.305728045
E. globulus,2011/01/24,8,Amb,640,1016,Sustained drought,7.41,0.0283,182,1,3.46,6,0,1.420000017,29.41,33.33,27.89,640.57,630.91,22.876,24.05,55.54,58.39,499.7,1918,0.288472207
E. globulus,2011/01/24,8,Amb,640,1016,Sustained drought,7.37,0.0284,185,1,3.45,6,0,1.420000017,29.41,33.31,27.89,640.58,630.97,22.877,24.052,55.53,58.38,499.8,1918,0.29319936
E. globulus,2011/01/24,8,Amb,640,1016,Sustained drought,7.37,0.0284,185,1,3.45,6,0,1.420000017,29.41,33.32,27.89,640.68,631.12,22.886,24.062,55.53,58.38,499.7,1917,0.293129674
E. globulus,2011/01/24,8,Amb,640,1018,Well watered,13,0.571,556,6.44,1.52,6,0,1.420000017,29.32,31.25,27.89,639.51,619.09,23.111,30.603,56.4,74.69,499.9,1927,0.898092361
E. globulus,2011/01/24,8,Amb,640,1018,Well watered,13,0.572,556,6.43,1.52,6,0,1.420000017,29.32,31.23,27.88,639.54,619.1,23.11,30.594,56.41,74.67,499.8,1927,0.898077855
E. globulus,2011/01/24,8,Amb,640,1018,Well watered,13,0.572,556,6.43,1.52,6,0,1.420000017,29.31,31.23,27.89,639.4,619.05,23.107,30.578,56.41,74.67,499.8,1927,0.898150392
E. globulus,2011/01/24,8,Amb,640,1018,Well watered,13,0.572,556,6.43,1.52,6,0,1.420000017,29.31,31.23,27.89,639.4,619.05,23.107,30.578,56.41,74.67,499.8,1927,0.898150392
E. globulus,2011/01/24,8,Amb,640,1018,Well watered,12.9,0.567,556,6.41,1.52,6,0,1.420000017,29.32,31.23,27.89,639.46,619.14,23.108,30.569,56.42,74.63,499.7,1928,0.898019834
E. globulus,2011/01/24,8,Amb,640,1024,Sustained drought,7.74,0.0267,136,0.872,3.19,6,0,1.420000017,29.3,32.85,27.9,638.8,628.85,24.524,25.544,59.89,62.38,499.3,1917,0.21626779
E. globulus,2011/01/24,8,Amb,640,1024,Sustained drought,7.74,0.0267,136,0.872,3.19,6,0,1.420000017,29.3,32.85,27.9,638.8,628.85,24.524,25.544,59.89,62.38,499.3,1917,0.21626779
E. globulus,2011/01/24,8,Amb,640,1024,Sustained drought,7.74,0.0267,136,0.872,3.19,6,0,1.420000017,29.29,32.81,27.89,638.78,628.6,24.52,25.542,59.89,62.38,499.5,1917,0.216353802
E. globulus,2011/01/24,8,Amb,640,1024,Sustained drought,7.8,0.0274,144,0.891,3.18,6,0,1.420000017,29.29,32.82,27.89,638.83,628.8,24.526,25.567,59.91,62.45,500.1,1918,0.229007634
E. globulus,2011/01/24,8,Amb,640,1024,Sustained drought,7.72,0.0276,152,0.894,3.17,6,0,1.420000017,29.31,32.79,27.9,638.65,628.71,24.524,25.57,59.86,62.41,499.8,1918,0.241764884
E. globulus,2011/01/24,8,Elv,400,1025,Rewatered  drought,4.886432637,0.06898191,260.5253475,1.896408096,2.765195313,6,0,1.420000017,32.56659317,34.00248718,32.01308823,400.3230591,393.5617981,23.59758759,25.81515884,47.80680084,52.2994194,499.8582153,1999.862549,0.661968079
E. globulus,2011/01/24,8,Elv,400,1025,Rewatered  drought,4.780195318,0.068774195,262.7350151,1.895271195,2.771430688,6,0,1.420000017,32.56624603,34.02365875,32.01264954,400.2595215,393.6263733,23.59954262,25.81571579,47.81211853,52.30203247,499.8734131,1999.827637,0.667473099
E. globulus,2011/01/24,8,Elv,400,1025,Rewatered  drought,4.748523177,0.068660633,263.2380088,1.897381175,2.778783418,6,0,1.420000017,32.56625366,34.04818344,32.01274872,400.1921082,393.5963135,23.5968914,25.81544304,47.80666351,52.30138779,499.8935547,1999.833496,0.668802018
E. globulus,2011/01/24,8,Elv,400,1025,Rewatered  drought,4.791710497,0.069115366,262.9270763,1.902114916,2.768350148,6,0,1.420000017,32.5663414,34.0148735,32.01274109,400.1812744,393.532135,23.59664917,25.82052994,47.80561066,52.31107712,499.9372253,1999.844604,0.668120982
E. globulus,2011/01/24,8,Elv,400,1025,Rewatered  drought,4.867938094,0.069270881,261.3317165,1.906351784,2.768571168,6,0,1.420000017,32.5669136,34.01663589,32.01297379,400.2279053,393.485321,23.59467316,25.82352257,47.80016708,52.31556702,499.932312,1999.867554,0.664146037
E. globulus,2011/01/24,8,Elv,400,1030,Sustained drought,1.754623573,0.017129732,220.2670591,0.440416294,2.500404571,6,0,1.420000017,32.18479156,33.18041992,32.0164299,401.0292664,398.7132568,25.53085136,26.04552841,52.88227081,53.9483223,500.0558167,1998.799805,0.552444784
E. globulus,2011/01/24,8,Elv,400,1030,Sustained drought,1.610507612,0.017145351,233.708784,0.441998129,2.507061076,6,0,1.420000017,32.18513489,33.20314407,32.01578903,400.8768921,398.7328186,25.52732086,26.04389954,52.87429047,53.94427109,500.0052795,2000.422974,0.586128789
E. globulus,2011/01/24,8,Elv,400,1030,Sustained drought,1.606835002,0.017139723,233.8532822,0.444315696,2.520849123,6,0,1.420000017,32.18799973,33.2512207,32.01556778,400.7957764,398.6550903,25.52468109,26.04395676,52.86038208,53.93577957,500.016449,2000.212524,0.586605534
E. globulus,2011/01/24,8,Elv,400,1030,Sustained drought,1.717239927,0.017188165,224.0412934,0.445826416,2.522352303,6,0,1.420000017,32.19045639,33.25619125,32.01556015,400.8791504,398.6053772,25.52225304,26.04327393,52.84788895,53.92674255,500.0363464,2000.13208,0.562062898
E. globulus,2011/01/24,8,Elv,400,1030,Sustained drought,1.783850845,0.017127583,217.308279,0.444944283,2.526100831,6,0,1.420000017,32.19092941,33.26856995,32.01538849,400.9563904,398.6029663,25.52149582,26.04151917,52.84461975,53.92137909,500.0051575,2000.003784,0.545174766
E. globulus,2011/01/24,8,Elv,400,1032,Rewatered  drought,5.047262254,0.055734752,227.5666509,1.6817553,2.999740691,6,0,1.420000017,32.64395142,35.29368973,32.01445389,399.6574707,392.8087769,25.47629738,27.43881416,51.39609909,55.35529327,500.0548096,1999.497314,0.579331889
E. globulus,2011/01/24,8,Elv,400,1032,Rewatered  drought,5.031646174,0.056477824,230.0279095,1.684691474,2.967437522,6,0,1.420000017,32.64648056,35.19258499,32.01501846,399.6278076,392.7962952,25.47579384,27.44178772,51.38793945,55.35360336,500.0403748,1999.377197,0.585616291
E. globulus,2011/01/24,8,Elv,400,1032,Rewatered  drought,4.993551802,0.056573562,231.4011014,1.68282691,2.959453588,6,0,1.420000017,32.64808273,35.16754913,32.0149765,399.5914001,392.8060303,25.4786644,27.44260406,51.38916016,55.35032654,500.0089722,1999.311279,0.58909763
E. globulus,2011/01/24,8,Elv,400,1032,Rewatered  drought,4.967365591,0.055806251,230.1146075,1.67957053,2.992281948,6,0,1.420000017,32.65006256,35.27070618,32.01485443,399.5803528,392.8279419,25.4802227,27.44035339,51.3866539,55.33969879,500.0123291,1999.275879,0.585789815
E. globulus,2011/01/24,8,Elv,400,1032,Rewatered  drought,5.030938256,0.055414348,227.1467235,1.681272415,3.015309845,6,0,1.420000017,32.6516571,35.3439827,32.01407623,399.6404419,392.8111877,25.48077965,27.44283104,51.38289642,55.33944321,500.0277405,1999.213867,0.578259303
E. globulus,2011/01/24,8,Elv,400,1033,Well watered,8.097910998,0.341122703,330.6898138,5.331212293,1.85871056,6,0,1.420000017,32.18646622,32.61329269,32.01366806,399.5076294,387.3084412,24.67277336,30.87469482,51.08111954,63.92123032,499.8398743,1998.993652,0.853815148
E. globulus,2011/01/24,8,Elv,400,1033,Well watered,8.059216071,0.338679517,330.6289327,5.309159759,1.861844415,6,0,1.420000017,32.18634415,32.61180115,32.01425552,399.4631042,387.3204041,24.66232872,30.83889389,51.06030655,63.84812164,499.8342285,1998.79187,0.853631591
E. globulus,2011/01/24,8,Elv,400,1033,Well watered,8.049187432,0.337062536,330.5053741,5.295759227,1.864362976,6,0,1.420000017,32.18599701,32.61337662,32.01452637,399.4604187,387.3363037,24.65704727,30.81794357,51.05059433,63.80627823,499.8514404,1998.585449,0.853277555
E. globulus,2011/01/24,8,Elv,400,1033,Well watered,8.081411892,0.33600267,330.1714267,5.289990041,1.867095328,6,0,1.420000017,32.185112,32.61787415,32.01400757,399.4719238,387.3186951,24.65206718,30.80291939,51.04319763,63.77880859,500.1300049,1998.525024,0.852454144
E. globulus,2011/01/24,8,Elv,400,1033,Well watered,8.126023775,0.335389792,329.8151076,5.285210674,1.868187036,6,0,1.420000017,32.18408203,32.61724854,32.01430511,399.4873657,387.2893982,24.64795494,30.79012108,51.03786469,63.75628281,500.3913879,1998.43042,0.851598596
E. globulus,2011/01/24,8,Elv,400,1034,Well watered,9.783429531,0.473695551,331.7201985,7.255100824,1.955210142,6,0,1.420000017,32.44413757,33.30750656,32.0127449,400.6029053,385.5027161,23.45353127,31.88420868,47.84543228,65.0440979,499.8728333,2001.42334,0.860487319
E. globulus,2011/01/24,8,Elv,400,1034,Well watered,9.736566245,0.474800496,332.0415681,7.258434697,1.952711766,6,0,1.420000017,32.44434357,33.30028152,32.0124855,400.579834,385.5343323,23.45401382,31.88838577,47.84585953,65.05185699,499.8813171,2001.470337,0.861250323
E. globulus,2011/01/24,8,Elv,400,1034,Well watered,9.700407295,0.468113692,331.6442617,7.246173799,1.970129802,6,0,1.420000017,32.44395828,33.35584259,32.01195145,400.5426941,385.5472107,23.45482826,31.8744812,47.84852219,65.02485657,499.9165039,2001.490356,0.860191054
E. globulus,2011/01/24,8,Elv,400,1034,Well watered,9.763276735,0.463793721,330.9484197,7.240482991,1.982260929,6,0,1.420000017,32.44353104,33.39525604,32.01146317,400.5672302,385.4995728,23.4541626,31.867136,47.84828186,65.01139069,499.9242859,2001.467651,0.858492313
E. globulus,2011/01/24,8,Elv,400,1034,Well watered,9.870825584,0.46270158,330.3175883,7.236934235,1.984801596,6,0,1.420000017,32.44355392,33.40267181,32.01102448,400.622406,385.4281616,23.45435143,31.86310959,47.84872818,65.00325775,499.9318237,2001.404907,0.857014669
E. globulus,2011/01/24,8,Elv,400,1035,Sustained drought,5.038746871,0.046486733,199.9301708,1.44945954,3.084461114,6,0,1.420000017,32.6167717,34.97214508,32.01107788,400.1651917,393.4329834,23.88605881,25.5812664,48.2547493,51.67942047,499.8964844,1999.585205,0.508168301
E. globulus,2011/01/24,8,Elv,400,1035,Sustained drought,5.100931873,0.046494595,197.7414864,1.453767436,3.092975087,6,0,1.420000017,32.61699295,35.0009613,32.01120377,400.2089844,393.4005127,23.8860054,25.58615494,48.25414276,51.68875885,499.9223022,1999.531738,0.502646743
E. globulus,2011/01/24,8,Elv,400,1035,Sustained drought,5.135034092,0.046527409,196.6923465,1.455592981,3.094720351,6,0,1.420000017,32.61778641,35.00708008,32.01174927,400.2653198,393.4152222,23.88553429,25.58776855,48.25118256,51.68986893,499.9362183,1999.518677,0.4999612
E. globulus,2011/01/24,8,Elv,400,1035,Sustained drought,5.167132,0.046613584,195.9149006,1.456709555,3.091590729,6,0,1.420000017,32.61764908,34.99707794,32.0112381,400.2972107,393.4082031,23.88434792,25.58785629,48.24900818,51.69028473,499.9454651,1999.536377,0.497993939
E. globulus,2011/01/24,8,Elv,400,1035,Sustained drought,5.124527344,0.046642508,197.5602689,1.452783878,3.081563364,6,0,1.420000017,32.61745071,34.96418381,32.01085663,400.2702637,393.4338684,23.88644218,25.5854454,48.25357056,51.68576813,499.9215088,1999.488403,0.502143523
E. globulus,2011/01/24,8,Elv,640,1041,Rewatered  drought,10.1788459,0.116086326,449.3312595,3.277315874,2.92001965,6,0,1.420000017,32.32544708,34.63541794,31.9865551,640.071167,625.4179077,22.41049576,26.23462296,45.93339157,53.77147293,500.716095,1998.629517,0.718449622
E. globulus,2011/01/24,8,Elv,640,1041,Rewatered  drought,10.20942583,0.11625141,449.0287671,3.282684734,2.921051742,6,0,1.420000017,32.32683945,34.63911057,31.98705101,640.0594482,625.3660278,22.40442085,26.23473358,45.91894531,53.76935577,500.7263794,1998.681519,0.71802552
E. globulus,2011/01/24,8,Elv,640,1041,Rewatered  drought,10.27048958,0.116353203,448.2225735,3.286625866,2.922237961,6,0,1.420000017,32.32704926,34.64268494,31.98762894,640.0940552,625.3249512,22.39849854,26.23334312,45.9071579,53.76692581,500.7358093,1998.757324,0.716783446
E. globulus,2011/01/24,8,Elv,640,1041,Rewatered  drought,10.24103751,0.11629735,448.6374096,3.287644786,2.924338284,6,0,1.420000017,32.32793045,34.64888382,31.98844528,640.1398926,625.4057007,22.39620209,26.23205757,45.89901352,53.76025772,500.7597046,1998.755249,0.717354206
