Date,Time,Temp,CO2,Water,SensorRep,VWC,SWCcalibrated,SWP
20/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.068,8.972,0.201
20/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.066,8.797,0.213
20/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.064,8.623,0.227
20/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.063,8.535,0.234
20/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.061,8.36,0.249
20/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.06,8.273,0.257
20/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.059,8.185,0.265
20/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.058,8.098,0.274
20/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.058,8.098,0.274
20/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.058,8.098,0.274
20/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.057,8.011,0.283
21/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.057,8.011,0.283
21/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.057,8.011,0.283
21/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.057,8.011,0.283
21/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
21/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
21/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
21/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
21/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
21/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
21/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.055,7.836,0.303
21/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.053,7.661,0.324
21/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.069,9.06,0.195
21/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.066,8.797,0.213
21/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.063,8.535,0.234
21/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.061,8.36,0.249
21/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.059,8.185,0.265
21/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.058,8.098,0.274
21/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
21/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.054,7.748,0.313
21/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.054,7.748,0.313
21/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.053,7.661,0.324
21/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
21/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
21/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
22/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
22/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
22/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
22/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
22/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
22/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
22/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
22/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
22/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
22/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
22/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
22/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.072,9.322,0.179
22/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.068,8.972,0.201
22/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.064,8.623,0.227
22/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.061,8.36,0.249
22/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.059,8.185,0.265
22/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.057,8.011,0.283
22/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.055,7.836,0.303
22/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.053,7.661,0.324
22/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
22/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
22/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
22/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
22/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
23/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
23/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
23/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
23/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
23/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
23/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
23/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
23/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
23/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
23/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
23/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
23/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.061,8.36,0.249
23/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.058,8.098,0.274
23/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.055,7.836,0.303
23/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.053,7.661,0.324
23/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
23/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
23/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
23/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
23/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
23/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
23/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
23/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
23/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
24/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
24/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
24/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
24/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
24/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
24/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
24/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
24/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
24/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
24/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
24/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.069,9.06,0.195
24/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.066,8.797,0.213
24/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.063,8.535,0.234
24/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.06,8.273,0.257
24/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.058,8.098,0.274
24/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.054,7.748,0.313
24/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.054,7.748,0.313
24/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.053,7.661,0.324
24/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
24/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
24/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
24/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
24/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
24/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
25/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
25/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
25/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
25/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
25/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
25/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
25/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
25/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
25/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
25/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
25/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
25/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.065,8.71,0.22
25/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.062,8.448,0.241
25/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.059,8.185,0.265
25/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.057,8.011,0.283
25/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.055,7.836,0.303
25/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.053,7.661,0.324
25/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
25/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
25/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
25/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
25/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
25/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
25/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
26/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.066,8.797,0.213
26/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.063,8.535,0.234
26/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.06,8.273,0.257
26/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.058,8.098,0.274
26/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
26/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.055,7.836,0.303
26/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.053,7.661,0.324
26/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
26/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
26/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
26/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
26/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
26/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
26/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
27/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
27/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
27/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
27/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.058,8.098,0.274
27/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
27/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.054,7.748,0.313
27/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
27/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
27/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
27/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
27/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
27/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
27/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
27/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
27/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
28/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
28/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
28/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
28/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
28/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
28/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
28/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
28/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
28/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
28/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
28/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.062,8.448,0.241
28/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.058,8.098,0.274
28/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.057,8.011,0.283
28/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
28/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.054,7.748,0.313
28/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
28/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
28/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
28/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
28/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
28/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
28/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
28/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
28/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
29/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
29/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
29/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
29/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
29/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
29/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
29/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
29/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
29/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
29/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
29/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.071,9.234,0.184
29/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.066,8.797,0.213
29/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.062,8.448,0.241
29/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.059,8.185,0.265
29/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.057,8.011,0.283
29/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.054,7.748,0.313
29/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
29/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.05,7.399,0.36
29/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
29/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
29/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
29/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
29/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
29/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
30/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
30/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
30/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
30/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
30/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
30/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
30/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
30/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
30/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
30/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
30/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.06,8.273,0.257
30/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.056,7.923,0.293
30/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.053,7.661,0.324
30/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
30/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
30/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
30/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
30/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
30/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
30/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
30/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
30/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.042,6.7,0.486
30/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.041,6.612,0.506
30/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.041,6.612,0.506
31/01/2011,0:00:00,Amb,400,Rewatered Drought,1,0.041,6.612,0.506
31/01/2011,1:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
31/01/2011,2:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
31/01/2011,3:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
31/01/2011,4:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
31/01/2011,5:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
31/01/2011,6:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
31/01/2011,7:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
31/01/2011,8:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
31/01/2011,9:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
31/01/2011,10:00:00,Amb,400,Rewatered Drought,1,0.061,8.36,0.249
31/01/2011,11:00:00,Amb,400,Rewatered Drought,1,0.054,7.748,0.313
31/01/2011,12:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
31/01/2011,13:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
31/01/2011,14:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
31/01/2011,15:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
31/01/2011,16:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
31/01/2011,17:00:00,Amb,400,Rewatered Drought,1,0.041,6.612,0.506
31/01/2011,18:00:00,Amb,400,Rewatered Drought,1,0.039,6.437,0.548
31/01/2011,19:00:00,Amb,400,Rewatered Drought,1,0.039,6.437,0.548
31/01/2011,20:00:00,Amb,400,Rewatered Drought,1,0.038,6.35,0.571
31/01/2011,21:00:00,Amb,400,Rewatered Drought,1,0.037,6.262,0.596
31/01/2011,22:00:00,Amb,400,Rewatered Drought,1,0.037,6.262,0.596
31/01/2011,23:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,0:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,1:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,2:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,3:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,4:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,5:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,6:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,7:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,8:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
1/02/2011,9:00:00,Amb,400,Rewatered Drought,1,0.035,6.088,0.649
1/02/2011,10:00:00,Amb,400,Rewatered Drought,1,0.071,9.234,0.184
1/02/2011,11:00:00,Amb,400,Rewatered Drought,1,0.064,8.623,0.227
1/02/2011,12:00:00,Amb,400,Rewatered Drought,1,0.059,8.185,0.265
1/02/2011,13:00:00,Amb,400,Rewatered Drought,1,0.055,7.836,0.303
1/02/2011,14:00:00,Amb,400,Rewatered Drought,1,0.052,7.574,0.335
1/02/2011,15:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
1/02/2011,16:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
1/02/2011,17:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
1/02/2011,18:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
1/02/2011,19:00:00,Amb,400,Rewatered Drought,1,0.042,6.7,0.486
1/02/2011,20:00:00,Amb,400,Rewatered Drought,1,0.041,6.612,0.506
1/02/2011,21:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
1/02/2011,22:00:00,Amb,400,Rewatered Drought,1,0.04,6.525,0.526
1/02/2011,23:00:00,Amb,400,Rewatered Drought,1,0.039,6.437,0.548
2/02/2011,0:00:00,Amb,400,Rewatered Drought,1,0.039,6.437,0.548
2/02/2011,1:00:00,Amb,400,Rewatered Drought,1,0.038,6.35,0.571
2/02/2011,2:00:00,Amb,400,Rewatered Drought,1,0.038,6.35,0.571
2/02/2011,3:00:00,Amb,400,Rewatered Drought,1,0.038,6.35,0.571
2/02/2011,4:00:00,Amb,400,Rewatered Drought,1,0.037,6.262,0.596
2/02/2011,5:00:00,Amb,400,Rewatered Drought,1,0.037,6.262,0.596
2/02/2011,6:00:00,Amb,400,Rewatered Drought,1,0.037,6.262,0.596
2/02/2011,7:00:00,Amb,400,Rewatered Drought,1,0.037,6.262,0.596
2/02/2011,8:00:00,Amb,400,Rewatered Drought,1,0.037,6.262,0.596
2/02/2011,9:00:00,Amb,400,Rewatered Drought,1,0.036,6.175,0.622
2/02/2011,10:00:00,Amb,400,Rewatered Drought,1,0.081,10.109,0.14
2/02/2011,11:00:00,Amb,400,Rewatered Drought,1,0.068,8.972,0.201
2/02/2011,12:00:00,Amb,400,Rewatered Drought,1,0.061,8.36,0.249
2/02/2011,13:00:00,Amb,400,Rewatered Drought,1,0.057,8.011,0.283
2/02/2011,14:00:00,Amb,400,Rewatered Drought,1,0.055,7.836,0.303
2/02/2011,15:00:00,Amb,400,Rewatered Drought,1,0.053,7.661,0.324
2/02/2011,16:00:00,Amb,400,Rewatered Drought,1,0.051,7.486,0.347
2/02/2011,17:00:00,Amb,400,Rewatered Drought,1,0.049,7.311,0.373
2/02/2011,18:00:00,Amb,400,Rewatered Drought,1,0.048,7.224,0.387
2/02/2011,19:00:00,Amb,400,Rewatered Drought,1,0.047,7.137,0.401
2/02/2011,20:00:00,Amb,400,Rewatered Drought,1,0.046,7.049,0.417
2/02/2011,21:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
2/02/2011,22:00:00,Amb,400,Rewatered Drought,1,0.045,6.962,0.433
2/02/2011,23:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
3/02/2011,0:00:00,Amb,400,Rewatered Drought,1,0.044,6.874,0.449
3/02/2011,1:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
3/02/2011,2:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
3/02/2011,3:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
3/02/2011,4:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
3/02/2011,5:00:00,Amb,400,Rewatered Drought,1,0.043,6.787,0.467
3/02/2011,6:00:00,Amb,400,Rewatered Drought,1,0.042,6.7,0.486
3/02/2011,7:00:00,Amb,400,Rewatered Drought,1,0.042,6.7,0.486
3/02/2011,8:00:00,Amb,400,Rewatered Drought,1,0.042,6.7,0.486
