Species,Date,Day,Temp,CO2,Potnum,percentBrown
E. radiata,28/09/2012,186,Elv,640,318,100
E. radiata,28/09/2012,186,Elv,640,319,100
E. radiata,28/09/2012,186,Elv,400,404,100
E. radiata,28/09/2012,186,Elv,400,406,100
E. radiata,28/09/2012,186,Elv,400,409,100
E. radiata,28/09/2012,186,Elv,400,411,100
E. radiata,28/09/2012,186,Elv,400,412,100
E. radiata,28/09/2012,186,Elv,400,414,100
E. radiata,28/09/2012,186,Elv,400,420,100
E. radiata,28/09/2012,186,Amb,400,502,100
E. radiata,28/09/2012,186,Amb,400,504,100
E. radiata,28/09/2012,186,Amb,400,506,100
E. radiata,28/09/2012,186,Amb,400,508,100
E. radiata,28/09/2012,186,Amb,400,517,100
E. radiata,28/09/2012,186,Amb,400,518,100
E. radiata,28/09/2012,186,Amb,400,519,100
E. radiata,28/09/2012,186,Amb,640,601,100
E. radiata,28/09/2012,186,Amb,640,607,100
E. radiata,28/09/2012,186,Amb,640,610,100
E. radiata,28/09/2012,186,Amb,640,611,100
E. radiata,28/09/2012,186,Amb,640,614,100
E. radiata,28/09/2012,186,Amb,640,618,100
E. radiata,28/09/2012,186,Amb,640,620,100
