Species,Date,Day,Temp,CO2,Water,Potnum,Photo,Cond,Ci,Trmmol,VpdL,Rdark
E. radiata,2012/06/26,93,Amb,640,Wet,605,22.93697999,0.17630525,401.4573892,2.899308978,1.705568764,0.619336344
E. radiata,2012/06/26,93,Amb,640,Wet,603,21.67009614,0.191662927,428.1676125,2.796557303,1.522008215,0.538223238
E. radiata,2012/06/26,93,Elv,400,Dry,414,0,0,,,,0.056932823
E. radiata,2012/06/26,93,Elv,400,Dry,404,0,0,,,,0.038496643
E. radiata,2012/06/26,93,Elv,400,Dry,411,0,0,,,,0.031524952
E. radiata,2012/06/26,93,Elv,400,Wet,403,16.94014452,0.152043654,198.7241015,3.565531665,2.406315298,0.814730205
E. radiata,2012/06/26,93,Elv,400,Wet,408,15.78283336,0.17892755,235.0290871,4.293650437,2.475134376,0.668481667
E. radiata,2012/06/26,93,Elv,400,Wet,416,19.04200952,0.198124579,221.4817049,4.742982331,2.475963324,0.940858625
E. radiata,2012/06/26,93,Elv,640,Dry,303,0,0,,,,0.002569482
E. radiata,2012/06/26,93,Elv,640,Dry,309,0,0,,,,0.079685042
E. radiata,2012/06/26,93,Elv,640,Dry,317,0,0,,,,0.052761257
E. radiata,2012/06/26,93,Elv,640,Wet,308,11.17245384,0.065278516,342.9426868,1.287136428,1.983169054,0.6742161
E. radiata,2012/06/26,93,Elv,640,Wet,311,19.04542633,0.114294855,342.1416763,2.334732413,2.07478341,0.661609188
E. radiata,2012/06/26,93,Elv,640,Wet,320,13.96061985,0.070267425,295.002827,1.581681821,2.262773371,0.56976044
E. radiata,2012/07/09,106,Amb,400,Dry,506,0,0,,,,0.02
E. radiata,2012/07/09,106,Amb,400,Dry,504,0,0,,,,0.03
E. radiata,2012/07/09,106,Amb,400,Dry,519,0,0,,,,0.02
E. radiata,2012/07/09,106,Amb,400,Wet,501,12.42025231,0.157568501,255.2111004,2.768652379,1.810607579,
E. radiata,2012/07/09,106,Amb,400,Wet,507,16.77838079,0.195276352,238.5526044,3.453319971,1.838295629,0.863384131
E. radiata,2012/07/09,106,Amb,640,Dry,611,0,0,,,,0.074445
E. radiata,2012/07/09,106,Amb,640,Dry,614,0,0,,,,0.028615691
E. radiata,2012/07/09,106,Amb,640,Dry,607,0,0,,,,0
E. radiata,2012/07/09,106,Amb,640,Wet,605,18.50128602,0.146833461,408.4630704,2.540044839,1.780186268,0.647752454
E. radiata,2012/07/09,106,Elv,400,Wet,403,7.469114341,0.084909907,244.2622754,1.657284538,1.967608037,
E. radiata,2012/07/09,106,Elv,400,Wet,408,1.971143411,0.020416869,232.8335313,0.467240824,2.274476882,
E. radiata,2012/07/09,106,Elv,400,Wet,416,0.875586649,0.017177639,304.5001198,0.413542845,2.389726709,
E. radiata,2012/07/09,106,Elv,640,Wet,320,14.52790966,0.063549772,247.3942297,1.420776282,2.242372508,
E. radiata,2012/07/09,106,Elv,640,Wet,311,14.63461442,0.058048604,212.4376736,1.319806481,2.27703433,
E. radiata,2012/07/25,122,Amb,400,Wet,507,20.19144226,0.308336186,271.2792999,4.25408078,1.45502517,
E. radiata,2012/07/25,122,Amb,400,Wet,515,15.34317442,0.217697373,267.7191118,2.767458092,1.311842367,
E. radiata,2012/07/25,122,Amb,400,Wet,501,14.91728043,0.158624673,231.0307858,2.476084914,1.59814333,
E. radiata,2012/07/25,122,Amb,640,Wet,619,21.56504376,0.155584362,386.8949823,2.511324336,1.658340621,
E. radiata,2012/07/25,122,Amb,640,Wet,603,13.35608785,0.061149496,265.3221023,1.097616568,1.804228323,
E. radiata,2012/07/25,122,Amb,640,Wet,605,13.86740161,0.082368057,347.046906,1.459492712,1.784015091,
E. radiata,2012/07/25,122,Elv,400,Wet,403,19.41851872,0.257507579,253.4239548,5.561898691,2.245599417,
E. radiata,2012/07/25,122,Elv,400,Wet,408,16.17493167,0.182332112,233.8773647,4.111549196,2.309701307,
E. radiata,2012/07/25,122,Elv,400,Wet,416,18.63697318,0.236184083,247.0737163,5.516872702,2.420889374,
E. radiata,2012/07/25,122,Elv,640,Wet,311,25.82669594,0.16175094,349.8464381,3.396727594,2.139752896,
E. radiata,2012/07/25,122,Elv,640,Wet,320,20.12186395,0.111521179,315.6170915,2.451900573,2.226427488,
E. radiata,2012/07/25,122,Elv,640,Wet,308,23.49694485,0.221179658,424.510043,4.416237595,2.077949139,
E. radiata,2012/08/08,136,Amb,400,Wet,501,15.65155193,0.196148102,251.0509585,3.414272381,1.791096056,
E. radiata,2012/08/08,136,Amb,400,Wet,515,17.5082865,0.233329702,256.4725285,3.774227211,1.678498843,
E. radiata,2012/08/08,136,Amb,400,Wet,507,21.72242875,0.325542061,267.9116097,5.045032362,1.635132881,
E. radiata,2012/08/08,136,Amb,640,Wet,605,18.23777434,0.109636969,345.5263342,2.119282367,1.952059755,
E. radiata,2012/08/08,136,Amb,640,Wet,603,17.50002288,0.10104635,335.9290702,1.564100601,1.564235333,
E. radiata,2012/08/08,136,Amb,640,Wet,619,14.60523445,0.152167295,463.6382291,1.845157107,1.243277964,
E. radiata,2012/08/08,136,Elv,400,Wet,416,14.96787022,0.225460872,273.0254776,3.941439625,1.798644884,
E. radiata,2012/08/08,136,Elv,400,Wet,408,18.36052426,0.251659057,260.0228158,4.314176969,1.774343638,
E. radiata,2012/08/08,136,Elv,640,Wet,308,18.47257074,0.140614913,401.7001046,2.465604904,1.773472924,
E. radiata,2012/08/08,136,Elv,640,Wet,311,22.60338173,0.24232039,459.3498203,4.113030879,1.752096329,
E. radiata,2012/08/08,136,Elv,640,Wet,320,23.34860152,0.152181091,360.2768782,2.820869392,1.879560414,
